,Brutto Monat,Brutto Jahr,Geldwerter Vorteil Monat,Geldwerter Vorteil Jahr,Solidaritätszuschlag Monat,Solidaritätszuschlag Jahr,Kirchensteuer Monat,Kirchensteuer Jahr,Lohnsteuer Monat,Lohnsteuer Jahr,Steuern Monat,Steuern Jahr,Rentenversicherung Monat,Rentenversicherung Jahr,Arbeitslosenversicherung Monat,Arbeitslosenversicherung Jahr,Krankenversicherung Monat,Krankenversicherung Jahr,Pflegeversicherung Monat,Pflegeversicherung Jahr,Sozialabgaben Monat,Sozialabgaben Jahr,Netto Monat,Netto Jahr,Steuerklasse,Abrechnungsjahr
Values,7333.33,88000.0,0.0,0.0,30.19,362.28,0.0,0.0,1715.66,20587.92,1745.85,20950.2,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4313.69,51764.24,1,2023
Values,7333.33,88000.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.66,13303.92,1108.66,13303.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4950.88,59410.52,3,2023
Values,7333.33,88000.0,0.0,0.0,15.97,191.64,0.0,0.0,1645.08,19740.96,1661.05,19932.6,682.0,8184.0,95.33,1144.0,421.76,5061.15,119.03,1428.3,1318.12,15817.45,4354.16,52249.95,1,2024
Values,7333.33,88000.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,12540.0,1045.0,12540.0,682.0,8184.0,95.33,1144.0,421.76,5061.15,119.03,1428.3,1318.12,15817.45,4970.21,59642.55,3,2024
Values,7416.67,89000.0,0.0,0.0,34.36,412.32,0.0,0.0,1750.66,21007.92,1785.02,21420.24,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4357.85,52294.2,1,2023
Values,7416.67,89000.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.33,13623.96,1135.33,13623.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5007.54,60090.48,3,2023
Values,7416.67,89000.0,0.0,0.0,19.75,237.0,0.0,0.0,1676.83,20121.96,1696.58,20358.96,689.75,8277.0,96.42,1157.0,421.76,5061.15,119.03,1428.3,1326.95,15923.45,4393.13,52717.59,1,2024
Values,7416.67,89000.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.33,12819.96,1068.33,12819.96,689.75,8277.0,96.42,1157.0,421.76,5061.15,119.03,1428.3,1326.95,15923.45,5021.38,60256.59,3,2024
Values,7500.0,90000.0,0.0,0.0,38.52,462.24,0.0,0.0,1785.66,21427.92,1824.18,21890.16,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4402.02,52824.28,1,2023
Values,7500.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,13944.0,1162.0,13944.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5064.2,60770.44,3,2023
Values,7500.0,90000.0,0.0,0.0,23.53,282.36,0.0,0.0,1708.58,20502.96,1732.11,20785.32,697.5,8370.0,97.5,1170.0,421.76,5061.15,119.03,1428.3,1335.79,16029.45,4432.1,53185.23,1,2024
Values,7500.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.83,13101.96,1091.83,13101.96,697.5,8370.0,97.5,1170.0,421.76,5061.15,119.03,1428.3,1335.79,16029.45,5072.38,60868.59,3,2024
Values,7583.33,91000.0,0.0,0.0,42.69,512.28,0.0,0.0,1820.66,21847.92,1863.35,22360.2,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4446.19,53354.24,1,2023
Values,7583.33,91000.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,14268.0,1189.0,14268.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5120.54,61446.44,3,2023
Values,7583.33,91000.0,0.0,0.0,27.45,329.4,0.0,0.0,1741.58,20898.96,1769.03,21228.36,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4473.22,53678.59,1,2024
Values,7583.33,91000.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.5,13398.0,1116.5,13398.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5125.75,61508.95,3,2024
Values,7666.67,92000.0,0.0,0.0,46.85,562.2,0.0,0.0,1855.66,22267.92,1902.51,22830.12,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4490.36,53884.32,1,2023
Values,7666.67,92000.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,14592.0,1216.0,14592.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5176.87,62122.44,3,2023
Values,7666.67,92000.0,0.0,0.0,31.62,379.44,0.0,0.0,1776.58,21318.96,1808.2,21698.4,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4517.38,54208.55,1,2024
Values,7666.67,92000.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.83,13713.96,1142.83,13713.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5182.75,62192.99,3,2024
Values,7750.0,93000.0,0.0,0.0,51.02,612.24,0.0,0.0,1890.66,22687.92,1941.68,23300.16,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4534.52,54414.28,1,2023
Values,7750.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.33,14919.96,1243.33,14919.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5232.87,62794.48,3,2023
Values,7750.0,93000.0,0.0,0.0,35.78,429.36,0.0,0.0,1811.58,21738.96,1847.36,22168.32,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4561.55,54738.63,1,2024
Values,7750.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.16,14029.92,1169.16,14029.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5239.75,62877.03,3,2024
Values,7833.33,94000.0,0.0,0.0,55.18,662.16,0.0,0.0,1925.66,23107.92,1980.84,23770.08,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4578.7,54944.36,1,2023
Values,7833.33,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.66,15247.92,1270.66,15247.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5288.88,63466.52,3,2023
Values,7833.33,94000.0,0.0,0.0,39.95,479.4,0.0,0.0,1846.58,22158.96,1886.53,22638.36,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4605.72,55268.59,1,2024
Values,7833.33,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.66,14347.92,1195.66,14347.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5296.59,63559.03,3,2024
Values,7916.67,95000.0,0.0,0.0,59.35,712.2,0.0,0.0,1960.66,23527.92,2020.01,24240.12,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4622.86,55474.32,1,2023
Values,7916.67,95000.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.33,15579.96,1298.33,15579.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5344.54,64134.48,3,2023
Values,7916.67,95000.0,0.0,0.0,44.11,529.32,0.0,0.0,1881.58,22578.96,1925.69,23108.28,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4649.89,55798.67,1,2024
Values,7916.67,95000.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.33,14667.96,1222.33,14667.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5353.25,64238.99,3,2024
Values,8000.0,96000.0,0.0,0.0,63.51,762.12,0.0,0.0,1995.66,23947.92,2059.17,24710.04,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4667.03,56004.4,1,2023
Values,8000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,1326.0,15912.0,1326.0,15912.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5400.2,64802.44,3,2023
Values,8000.0,96000.0,0.0,0.0,48.28,579.36,0.0,0.0,1916.58,22998.96,1964.86,23578.32,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4694.05,56328.63,1,2024
Values,8000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.33,14991.96,1249.33,14991.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5409.58,64914.99,3,2024
Values,8083.33,97000.0,0.0,0.0,67.68,812.16,0.0,0.0,2030.66,24367.92,2098.34,25180.08,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4711.2,56534.36,1,2023
Values,8083.33,97000.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.83,16245.96,1353.83,16245.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5455.71,65468.48,3,2023
Values,8083.33,97000.0,0.0,0.0,52.44,629.28,0.0,0.0,1951.58,23418.96,2004.02,24048.24,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4738.23,56858.71,1,2024
Values,8083.33,97000.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.16,15313.92,1276.16,15313.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5466.09,65593.03,3,2024
Values,8166.67,98000.0,0.0,0.0,71.84,862.08,0.0,0.0,2065.66,24787.92,2137.5,25650.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4755.37,57064.44,1,2023
Values,8166.67,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,16584.0,1382.0,16584.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5510.87,66130.44,3,2023
Values,8166.67,98000.0,0.0,0.0,56.61,679.32,0.0,0.0,1986.58,23838.96,2043.19,24518.28,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4782.39,57388.67,1,2024
Values,8166.67,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.33,15639.96,1303.33,15639.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5522.25,66266.99,3,2024
Values,8250.0,99000.0,0.0,0.0,76.01,912.12,0.0,0.0,2100.66,25207.92,2176.67,26120.04,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4799.53,57594.4,1,2023
Values,8250.0,99000.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.16,16921.92,1410.16,16921.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5566.04,66792.52,3,2023
Values,8250.0,99000.0,0.0,0.0,60.77,729.24,0.0,0.0,2021.58,24258.96,2082.35,24988.2,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4826.56,57918.75,1,2024
Values,8250.0,99000.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.66,15967.92,1330.66,15967.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5578.25,66939.03,3,2024
Values,8333.33,100000.0,0.0,0.0,80.17,962.04,0.0,0.0,2135.66,25627.92,2215.83,26589.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4843.71,58124.48,1,2023
Values,8333.33,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.5,17262.0,1438.5,17262.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5621.04,67452.44,3,2023
Values,8333.33,100000.0,0.0,0.0,64.94,779.28,0.0,0.0,2056.58,24678.96,2121.52,25458.24,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4870.73,58448.71,1,2024
Values,8333.33,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.16,16297.92,1358.16,16297.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5634.09,67609.03,3,2024
Values,8416.67,101000.0,0.0,0.0,84.34,1012.08,0.0,0.0,2170.66,26047.92,2255.0,27060.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4887.87,58654.44,1,2023
Values,8416.67,101000.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,17604.0,1467.0,17604.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5675.87,68110.44,3,2023
Values,8416.67,101000.0,0.0,0.0,69.1,829.2,0.0,0.0,2091.58,25098.96,2160.68,25928.16,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4914.9,58978.79,1,2024
Values,8416.67,101000.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.66,16627.92,1385.66,16627.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5689.92,68279.03,3,2024
Values,8500.0,102000.0,0.0,0.0,88.5,1062.0,0.0,0.0,2205.66,26467.92,2294.16,27529.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4932.04,59184.52,1,2023
Values,8500.0,102000.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.66,17947.92,1495.66,17947.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5730.54,68766.52,3,2023
Values,8500.0,102000.0,0.0,0.0,73.27,879.24,0.0,0.0,2126.58,25518.96,2199.85,26398.2,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,4959.06,59508.75,1,2024
Values,8500.0,102000.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.5,16962.0,1413.5,16962.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5745.41,68944.95,3,2024
Values,8583.33,103000.0,0.0,0.0,92.67,1112.04,0.0,0.0,2240.66,26887.92,2333.33,27999.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,4976.21,59714.48,1,2023
Values,8583.33,103000.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.5,18294.0,1524.5,18294.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5785.04,69420.44,3,2023
Values,8583.33,103000.0,0.0,0.0,77.43,929.16,0.0,0.0,2161.58,25938.96,2239.01,26868.12,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5003.24,60038.83,1,2024
Values,8583.33,103000.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.33,17295.96,1441.33,17295.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5800.92,69610.99,3,2024
Values,8666.67,104000.0,0.0,0.0,96.83,1161.96,0.0,0.0,2275.66,27307.92,2372.49,28469.88,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5020.38,60244.56,1,2023
Values,8666.67,104000.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.5,18642.0,1553.5,18642.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5839.37,70072.44,3,2023
Values,8666.67,104000.0,0.0,0.0,81.6,979.2,0.0,0.0,2196.58,26358.96,2278.18,27338.16,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5047.4,60568.79,1,2024
Values,8666.67,104000.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.5,17634.0,1469.5,17634.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5856.08,70272.95,3,2024
Values,8750.0,105000.0,0.0,0.0,101.0,1212.0,0.0,0.0,2310.66,27727.92,2411.66,28939.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5064.54,60774.52,1,2023
Values,8750.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.66,18991.92,1582.66,18991.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5893.54,70722.52,3,2023
Values,8750.0,105000.0,0.0,0.0,85.76,1029.12,0.0,0.0,2231.58,26778.96,2317.34,27808.08,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5091.57,61098.87,1,2024
Values,8750.0,105000.0,0.0,0.0,0.0,0.0,0.0,0.0,1497.66,17971.92,1497.66,17971.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5911.25,70935.03,3,2024
Values,8833.33,106000.0,0.0,0.0,105.16,1261.92,0.0,0.0,2345.66,28147.92,2450.82,29409.84,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5108.72,61304.6,1,2023
Values,8833.33,106000.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0,19344.0,1612.0,19344.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5947.54,71370.44,3,2023
Values,8833.33,106000.0,0.0,0.0,89.93,1079.16,0.0,0.0,2266.58,27198.96,2356.51,28278.12,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5135.74,61628.83,1,2024
Values,8833.33,106000.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.0,18312.0,1526.0,18312.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5966.25,71594.95,3,2024
Values,8916.67,107000.0,0.0,0.0,109.33,1311.96,0.0,0.0,2380.66,28567.92,2489.99,29879.88,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5152.88,61834.56,1,2023
Values,8916.67,107000.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.5,19698.0,1641.5,19698.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6001.37,72016.44,3,2023
Values,8916.67,107000.0,0.0,0.0,94.09,1129.08,0.0,0.0,2301.58,27618.96,2395.67,28748.04,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5179.91,62158.91,1,2024
Values,8916.67,107000.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.5,18654.0,1554.5,18654.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6021.08,72252.95,3,2024
Values,9000.0,108000.0,0.0,0.0,113.49,1361.88,0.0,0.0,2415.66,28987.92,2529.15,30349.8,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5197.05,62364.64,1,2023
Values,9000.0,108000.0,0.0,0.0,0.0,0.0,0.0,0.0,1671.16,20053.92,1671.16,20053.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6055.04,72660.52,3,2023
Values,9000.0,108000.0,0.0,0.0,98.26,1179.12,0.0,0.0,2336.58,28038.96,2434.84,29218.08,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5224.07,62688.87,1,2024
Values,9000.0,108000.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.16,18997.92,1583.16,18997.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6075.75,72909.03,3,2024
Values,9083.33,109000.0,0.0,0.0,117.66,1411.92,0.0,0.0,2450.66,29407.92,2568.32,30819.84,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5241.22,62894.6,1,2023
Values,9083.33,109000.0,0.0,0.0,0.0,0.0,0.0,0.0,1701.0,20412.0,1701.0,20412.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6108.54,73302.44,3,2023
Values,9083.33,109000.0,0.0,0.0,102.42,1229.04,0.0,0.0,2371.58,28458.96,2474.0,29688.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5268.25,63218.95,1,2024
Values,9083.33,109000.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0,19344.0,1612.0,19344.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6130.25,73562.95,3,2024
Values,9166.67,110000.0,0.0,0.0,121.82,1461.84,0.0,0.0,2485.66,29827.92,2607.48,31289.76,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5285.39,63424.68,1,2023
Values,9166.67,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0,20772.0,1731.0,20772.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6161.87,73942.44,3,2023
Values,9166.67,110000.0,0.0,0.0,106.59,1279.08,0.0,0.0,2406.58,28878.96,2513.17,30158.04,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5312.41,63748.91,1,2024
Values,9166.67,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,19692.0,1641.0,19692.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6184.58,74214.95,3,2024
Values,9250.0,111000.0,0.0,0.0,125.99,1511.88,0.0,0.0,2520.66,30247.92,2646.65,31759.8,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5329.55,63954.64,1,2023
Values,9250.0,111000.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.0,21132.0,1761.0,21132.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6215.2,74582.44,3,2023
Values,9250.0,111000.0,0.0,0.0,110.75,1329.0,0.0,0.0,2441.58,29298.96,2552.33,30627.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5356.58,64278.99,1,2024
Values,9250.0,111000.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,20040.0,1670.0,20040.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6238.91,74866.95,3,2024
Values,9333.33,112000.0,0.0,0.0,130.15,1561.8,0.0,0.0,2555.66,30667.92,2685.81,32229.72,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5373.73,64484.72,1,2023
Values,9333.33,112000.0,0.0,0.0,0.0,0.0,0.0,0.0,1791.33,21495.96,1791.33,21495.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6268.21,75218.48,3,2023
Values,9333.33,112000.0,0.0,0.0,114.92,1379.04,0.0,0.0,2476.58,29718.96,2591.5,31098.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5400.75,64808.95,1,2024
Values,9333.33,112000.0,0.0,0.0,0.0,0.0,0.0,0.0,1699.33,20391.96,1699.33,20391.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6292.92,75514.99,3,2024
Values,9416.67,113000.0,0.0,0.0,134.32,1611.84,0.0,0.0,2590.66,31087.92,2724.98,32699.76,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5417.89,65014.68,1,2023
Values,9416.67,113000.0,0.0,0.0,0.0,0.0,0.0,0.0,1821.83,21861.96,1821.83,21861.96,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6321.04,75852.48,3,2023
Values,9416.67,113000.0,0.0,0.0,119.08,1428.96,0.0,0.0,2511.58,30138.96,2630.66,31567.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5444.92,65339.03,1,2024
Values,9416.67,113000.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.66,20743.92,1728.66,20743.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6346.92,76163.03,3,2024
Values,9500.0,114000.0,0.0,0.0,138.48,1661.76,0.0,0.0,2625.66,31507.92,2764.14,33169.68,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5462.06,65544.76,1,2023
Values,9500.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,1852.5,22230.0,1852.5,22230.0,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6373.7,76484.44,3,2023
Values,9500.0,114000.0,0.0,0.0,123.25,1479.0,0.0,0.0,2546.58,30558.96,2669.83,32037.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5489.08,65868.99,1,2024
Values,9500.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.33,21099.96,1758.33,21099.96,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6400.58,76806.99,3,2024
Values,9583.33,115000.0,0.0,0.0,142.65,1711.8,0.0,0.0,2660.66,31927.92,2803.31,33639.72,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5506.23,66074.72,1,2023
Values,9583.33,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.16,22597.92,1883.16,22597.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6426.38,77116.52,3,2023
Values,9583.33,115000.0,0.0,0.0,127.41,1528.92,0.0,0.0,2581.58,30978.96,2708.99,32507.88,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5533.26,66399.07,1,2024
Values,9583.33,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,1788.0,21456.0,1788.0,21456.0,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,6454.25,77450.95,3,2024
Values,9666.67,116000.0,0.0,0.0,146.81,1761.72,0.0,0.0,2695.66,32347.92,2842.47,34109.64,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,5550.4,66604.8,1,2023
Values,9666.67,116000.0,0.0,0.0,0.0,0.0,0.0,0.0,1914.16,22969.92,1914.16,22969.92,678.9,8146.8,94.9,1138.8,406.48,4877.78,93.52,1122.19,1273.8,15285.56,6478.71,77744.52,3,2023
Values,9666.67,116000.0,0.0,0.0,131.58,1578.96,0.0,0.0,2616.58,31398.96,2748.16,32977.92,702.15,8425.8,98.15,1177.8,421.76,5061.15,119.03,1428.3,1341.09,16093.05,5577.42,66929.03,1,2024
