,Brutto Monat,Brutto Jahr,Geldwerter Vorteil Monat,Geldwerter Vorteil Jahr,Solidaritätszuschlag Monat,Solidaritätszuschlag Jahr,Kirchensteuer Monat,Kirchensteuer Jahr,Lohnsteuer Monat,Lohnsteuer Jahr,Steuern Monat,Steuern Jahr,Rentenversicherung Monat,Rentenversicherung Jahr,Arbeitslosenversicherung Monat,Arbeitslosenversicherung Jahr,Krankenversicherung Monat,Krankenversicherung Jahr,Pflegeversicherung Monat,Pflegeversicherung Jahr,Sozialabgaben Monat,Sozialabgaben Jahr,Netto Monat,Netto Jahr,Steuerklasse,Abrechnungsjahr
Values,4833.33,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,409.33,4911.96,409.33,4911.96,449.5,5394.0,62.83,754.0,393.92,4727.0,111.17,1334.0,1017.42,12209.0,3406.59,40879.04,3,2024
Values,4916.67,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,839.33,10071.96,839.33,10071.96,457.25,5487.0,63.92,767.0,400.71,4808.5,92.19,1106.25,1014.06,12168.75,3063.27,36759.29,1,2023
Values,4916.67,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,467.66,5611.92,467.66,5611.92,457.25,5487.0,63.92,767.0,400.71,4808.5,92.19,1106.25,1014.06,12168.75,3434.94,41219.33,3,2023
Values,4916.67,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,798.91,9586.92,798.91,9586.92,457.25,5487.0,63.92,767.0,400.71,4808.5,113.08,1357.0,1034.96,12419.5,3082.8,36993.58,1,2024
Values,4916.67,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,426.83,5121.96,426.83,5121.96,457.25,5487.0,63.92,767.0,400.71,4808.5,113.08,1357.0,1034.96,12419.5,3454.88,41458.54,3,2024
Values,5000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,10368.0,864.0,10368.0,465.0,5580.0,65.0,780.0,406.48,4877.78,93.52,1122.19,1030.0,12359.96,3106.0,37272.04,1,2023
Values,5000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,486.16,5833.92,486.16,5833.92,465.0,5580.0,65.0,780.0,406.48,4877.78,93.52,1122.19,1030.0,12359.96,3483.84,41806.12,3,2023
Values,5000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,822.25,9867.0,822.25,9867.0,465.0,5580.0,65.0,780.0,407.5,4890.0,115.0,1380.0,1052.5,12630.0,3125.25,37503.0,1,2024
Values,5000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,444.5,5334.0,444.5,5334.0,465.0,5580.0,65.0,780.0,407.5,4890.0,115.0,1380.0,1052.5,12630.0,3503.0,42036.0,3,2024
Values,5083.33,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,891.33,10695.96,891.33,10695.96,472.75,5673.0,66.08,793.0,406.48,4877.78,93.52,1122.19,1038.83,12465.96,3153.17,37838.08,1,2023
Values,5083.33,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,506.66,6079.92,506.66,6079.92,472.75,5673.0,66.08,793.0,406.48,4877.78,93.52,1122.19,1038.83,12465.96,3537.84,42454.12,3,2023
Values,5083.33,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,845.75,10149.0,845.75,10149.0,472.75,5673.0,66.08,793.0,414.29,4971.5,116.92,1403.0,1070.04,12840.5,3167.54,38010.5,1,2024
Values,5083.33,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,462.16,5545.92,462.16,5545.92,472.75,5673.0,66.08,793.0,414.29,4971.5,116.92,1403.0,1070.04,12840.5,3551.13,42613.58,3,2024
Values,5166.67,62000.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,11028.0,919.0,11028.0,480.5,5766.0,67.17,806.0,406.48,4877.78,93.52,1122.19,1047.66,12571.96,3200.0,38400.04,1,2023
Values,5166.67,62000.0,0.0,0.0,0.0,0.0,0.0,0.0,527.16,6325.92,527.16,6325.92,480.5,5766.0,67.17,806.0,406.48,4877.78,93.52,1122.19,1047.66,12571.96,3591.84,43102.12,3,2023
Values,5166.67,62000.0,0.0,0.0,0.0,0.0,0.0,0.0,869.41,10432.92,869.41,10432.92,480.5,5766.0,67.17,806.0,421.08,5053.0,118.83,1426.0,1087.58,13051.0,3209.67,38516.08,1,2024
Values,5166.67,62000.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,5760.0,480.0,5760.0,480.5,5766.0,67.17,806.0,421.08,5053.0,118.83,1426.0,1087.58,13051.0,3599.08,43189.0,3,2024
Values,5250.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,946.91,11362.92,946.91,11362.92,488.25,5859.0,68.25,819.0,406.48,4877.78,93.52,1122.19,1056.5,12677.96,3246.59,38959.12,1,2023
Values,5250.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,547.83,6573.96,547.83,6573.96,488.25,5859.0,68.25,819.0,406.48,4877.78,93.52,1122.19,1056.5,12677.96,3645.67,43748.08,3,2023
Values,5250.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,896.08,10752.96,896.08,10752.96,488.25,5859.0,68.25,819.0,421.76,5061.15,119.03,1428.3,1097.29,13167.45,3256.63,39079.59,1,2024
Values,5250.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,499.83,5997.96,499.83,5997.96,488.25,5859.0,68.25,819.0,421.76,5061.15,119.03,1428.3,1097.29,13167.45,3652.88,43834.59,3,2024
Values,5333.33,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,11700.0,975.0,11700.0,496.0,5952.0,69.33,832.0,406.48,4877.78,93.52,1122.19,1065.33,12783.96,3293.0,39516.04,1,2023
Values,5333.33,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,568.66,6823.92,568.66,6823.92,496.0,5952.0,69.33,832.0,406.48,4877.78,93.52,1122.19,1065.33,12783.96,3699.34,44392.12,3,2023
Values,5333.33,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,923.16,11077.92,923.16,11077.92,496.0,5952.0,69.33,832.0,421.76,5061.15,119.03,1428.3,1106.12,13273.45,3304.05,39648.63,1,2024
Values,5333.33,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,520.16,6241.92,520.16,6241.92,496.0,5952.0,69.33,832.0,421.76,5061.15,119.03,1428.3,1106.12,13273.45,3707.05,44484.63,3,2024
Values,5416.67,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.5,12042.0,1003.5,12042.0,503.75,6045.0,70.42,845.0,406.48,4877.78,93.52,1122.19,1074.16,12889.96,3339.0,40068.04,1,2023
Values,5416.67,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,589.66,7075.92,589.66,7075.92,503.75,6045.0,70.42,845.0,406.48,4877.78,93.52,1122.19,1074.16,12889.96,3752.84,45034.12,3,2023
Values,5416.67,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,950.58,11406.96,950.58,11406.96,503.75,6045.0,70.42,845.0,421.76,5061.15,119.03,1428.3,1114.95,13379.45,3351.13,40213.59,1,2024
Values,5416.67,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,540.66,6487.92,540.66,6487.92,503.75,6045.0,70.42,845.0,421.76,5061.15,119.03,1428.3,1114.95,13379.45,3761.05,45132.63,3,2024
Values,5500.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.16,12385.92,1032.16,12385.92,511.5,6138.0,71.5,858.0,406.48,4877.78,93.52,1122.19,1083.0,12995.96,3384.84,40618.12,1,2023
Values,5500.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,610.66,7327.92,610.66,7327.92,511.5,6138.0,71.5,858.0,406.48,4877.78,93.52,1122.19,1083.0,12995.96,3806.34,45676.12,3,2023
Values,5500.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,978.25,11739.0,978.25,11739.0,511.5,6138.0,71.5,858.0,421.76,5061.15,119.03,1428.3,1123.79,13485.45,3397.96,40775.55,1,2024
Values,5500.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,561.16,6733.92,561.16,6733.92,511.5,6138.0,71.5,858.0,421.76,5061.15,119.03,1428.3,1123.79,13485.45,3815.05,45780.63,3,2024
Values,5583.33,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.08,12732.96,1061.08,12732.96,519.25,6231.0,72.58,871.0,406.48,4877.78,93.52,1122.19,1091.83,13101.96,3430.42,41165.08,1,2023
Values,5583.33,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,631.83,7581.96,631.83,7581.96,519.25,6231.0,72.58,871.0,406.48,4877.78,93.52,1122.19,1091.83,13101.96,3859.67,46316.08,3,2023
Values,5583.33,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.16,12073.92,1006.16,12073.92,519.25,6231.0,72.58,871.0,421.76,5061.15,119.03,1428.3,1132.62,13591.45,3444.55,41334.63,1,2024
Values,5583.33,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,581.83,6981.96,581.83,6981.96,519.25,6231.0,72.58,871.0,421.76,5061.15,119.03,1428.3,1132.62,13591.45,3868.88,46426.59,3,2024
Values,5666.67,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.33,13083.96,1090.33,13083.96,527.0,6324.0,73.67,884.0,406.48,4877.78,93.52,1122.19,1100.66,13207.96,3475.67,41708.08,1,2023
Values,5666.67,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,653.16,7837.92,653.16,7837.92,527.0,6324.0,73.67,884.0,406.48,4877.78,93.52,1122.19,1100.66,13207.96,3912.84,46954.12,3,2023
Values,5666.67,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.33,12411.96,1034.33,12411.96,527.0,6324.0,73.67,884.0,421.76,5061.15,119.03,1428.3,1141.45,13697.45,3490.88,41890.59,1,2024
Values,5666.67,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,602.66,7231.92,602.66,7231.92,527.0,6324.0,73.67,884.0,421.76,5061.15,119.03,1428.3,1141.45,13697.45,3922.55,47070.63,3,2024
Values,5750.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.83,13437.96,1119.83,13437.96,534.75,6417.0,74.75,897.0,406.48,4877.78,93.52,1122.19,1109.5,13313.96,3520.67,42248.08,1,2023
Values,5750.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0,674.66,8095.92,674.66,8095.92,534.75,6417.0,74.75,897.0,406.48,4877.78,93.52,1122.19,1109.5,13313.96,3965.84,47590.12,3,2023
Values,5750.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.75,12753.0,1062.75,12753.0,534.75,6417.0,74.75,897.0,421.76,5061.15,119.03,1428.3,1150.29,13803.45,3536.96,42443.55,1,2024
Values,5750.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0,623.66,7483.92,623.66,7483.92,534.75,6417.0,74.75,897.0,421.76,5061.15,119.03,1428.3,1150.29,13803.45,3976.05,47712.63,3,2024
Values,5833.33,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.5,13794.0,1149.5,13794.0,542.5,6510.0,75.83,910.0,406.48,4877.78,93.52,1122.19,1118.33,13419.96,3565.5,42786.04,1,2023
Values,5833.33,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,696.33,8355.96,696.33,8355.96,542.5,6510.0,75.83,910.0,406.48,4877.78,93.52,1122.19,1118.33,13419.96,4018.67,48224.08,3,2023
Values,5833.33,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.33,13095.96,1091.33,13095.96,542.5,6510.0,75.83,910.0,421.76,5061.15,119.03,1428.3,1159.12,13909.45,3582.88,42994.59,1,2024
Values,5833.33,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,644.66,7735.92,644.66,7735.92,542.5,6510.0,75.83,910.0,421.76,5061.15,119.03,1428.3,1159.12,13909.45,4029.55,48354.63,3,2024
Values,5916.67,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.58,14154.96,1179.58,14154.96,550.25,6603.0,76.92,923.0,406.48,4877.78,93.52,1122.19,1127.16,13525.96,3609.92,43319.08,1,2023
Values,5916.67,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,8616.0,718.0,8616.0,550.25,6603.0,76.92,923.0,406.48,4877.78,93.52,1122.19,1127.16,13525.96,4071.5,48858.04,3,2023
Values,5916.67,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.33,13443.96,1120.33,13443.96,550.25,6603.0,76.92,923.0,421.76,5061.15,119.03,1428.3,1167.95,14015.45,3628.38,43540.59,1,2024
Values,5916.67,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,665.83,7989.96,665.83,7989.96,550.25,6603.0,76.92,923.0,421.76,5061.15,119.03,1428.3,1167.95,14015.45,4082.88,48994.59,3,2024
Values,6000.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.83,14517.96,1209.83,14517.96,558.0,6696.0,78.0,936.0,406.48,4877.78,93.52,1122.19,1136.0,13631.96,3654.17,43850.08,1,2023
Values,6000.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,739.83,8877.96,739.83,8877.96,558.0,6696.0,78.0,936.0,406.48,4877.78,93.52,1122.19,1136.0,13631.96,4124.17,49490.08,3,2023
Values,6000.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.41,13792.92,1149.41,13792.92,558.0,6696.0,78.0,936.0,421.76,5061.15,119.03,1428.3,1176.79,14121.45,3673.8,44085.63,1,2024
Values,6000.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,687.16,8245.92,687.16,8245.92,558.0,6696.0,78.0,936.0,421.76,5061.15,119.03,1428.3,1176.79,14121.45,4136.05,49632.63,3,2024
Values,6083.33,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.33,14883.96,1240.33,14883.96,565.75,6789.0,79.08,949.0,406.48,4877.78,93.52,1122.19,1144.83,13737.96,3698.17,44378.08,1,2023
Values,6083.33,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,761.83,9141.96,761.83,9141.96,565.75,6789.0,79.08,949.0,406.48,4877.78,93.52,1122.19,1144.83,13737.96,4176.67,50120.08,3,2023
Values,6083.33,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.83,14145.96,1178.83,14145.96,565.75,6789.0,79.08,949.0,421.76,5061.15,119.03,1428.3,1185.62,14227.45,3718.88,44626.59,1,2024
Values,6083.33,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,708.66,8503.92,708.66,8503.92,565.75,6789.0,79.08,949.0,421.76,5061.15,119.03,1428.3,1185.62,14227.45,4189.05,50268.63,3,2024
Values,6166.67,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.16,15253.92,1271.16,15253.92,573.5,6882.0,80.17,962.0,406.48,4877.78,93.52,1122.19,1153.66,13843.96,3741.84,44902.12,1,2023
Values,6166.67,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,9408.0,784.0,9408.0,573.5,6882.0,80.17,962.0,406.48,4877.78,93.52,1122.19,1153.66,13843.96,4229.0,50748.04,3,2023
Values,6166.67,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.5,14502.0,1208.5,14502.0,573.5,6882.0,80.17,962.0,421.76,5061.15,119.03,1428.3,1194.45,14333.45,3763.71,45164.55,1,2024
Values,6166.67,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,730.16,8761.92,730.16,8761.92,573.5,6882.0,80.17,962.0,421.76,5061.15,119.03,1428.3,1194.45,14333.45,4242.05,50904.63,3,2024
Values,6250.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.25,15627.0,1302.25,15627.0,581.25,6975.0,81.25,975.0,406.48,4877.78,93.52,1122.19,1162.5,13949.96,3785.25,45423.04,1,2023
Values,6250.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,806.33,9675.96,806.33,9675.96,581.25,6975.0,81.25,975.0,406.48,4877.78,93.52,1122.19,1162.5,13949.96,4281.17,51374.08,3,2023
Values,6250.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.41,14860.92,1238.41,14860.92,581.25,6975.0,81.25,975.0,421.76,5061.15,119.03,1428.3,1203.29,14439.45,3808.3,45699.63,1,2024
Values,6250.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,751.83,9021.96,751.83,9021.96,581.25,6975.0,81.25,975.0,421.76,5061.15,119.03,1428.3,1203.29,14439.45,4294.88,51538.59,3,2024
Values,6333.33,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.58,16002.96,1333.58,16002.96,589.0,7068.0,82.33,988.0,406.48,4877.78,93.52,1122.19,1171.33,14055.96,3828.42,45941.08,1,2023
Values,6333.33,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,828.66,9943.92,828.66,9943.92,589.0,7068.0,82.33,988.0,406.48,4877.78,93.52,1122.19,1171.33,14055.96,4333.34,52000.12,3,2023
Values,6333.33,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.5,15222.0,1268.5,15222.0,589.0,7068.0,82.33,988.0,421.76,5061.15,119.03,1428.3,1212.12,14545.45,3852.71,46232.55,1,2024
Values,6333.33,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,773.66,9283.92,773.66,9283.92,589.0,7068.0,82.33,988.0,421.76,5061.15,119.03,1428.3,1212.12,14545.45,4347.55,52170.63,3,2024
Values,6416.67,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.16,16381.92,1365.16,16381.92,596.75,7161.0,83.42,1001.0,406.48,4877.78,93.52,1122.19,1180.16,14161.96,3871.34,46456.12,1,2023
Values,6416.67,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,851.16,10213.92,851.16,10213.92,596.75,7161.0,83.42,1001.0,406.48,4877.78,93.52,1122.19,1180.16,14161.96,4385.34,52624.12,3,2023
Values,6416.67,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.91,15586.92,1298.91,15586.92,596.75,7161.0,83.42,1001.0,421.76,5061.15,119.03,1428.3,1220.95,14651.45,3896.8,46761.63,1,2024
Values,6416.67,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,795.5,9546.0,795.5,9546.0,596.75,7161.0,83.42,1001.0,421.76,5061.15,119.03,1428.3,1220.95,14651.45,4400.21,52802.55,3,2024
Values,6500.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.91,16762.92,1396.91,16762.92,604.5,7254.0,84.5,1014.0,406.48,4877.78,93.52,1122.19,1189.0,14267.96,3914.09,46969.12,1,2023
Values,6500.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,873.83,10485.96,873.83,10485.96,604.5,7254.0,84.5,1014.0,406.48,4877.78,93.52,1122.19,1189.0,14267.96,4437.17,53246.08,3,2023
Values,6500.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.58,15954.96,1329.58,15954.96,604.5,7254.0,84.5,1014.0,421.76,5061.15,119.03,1428.3,1229.79,14757.45,3940.63,47287.59,1,2024
Values,6500.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,817.66,9811.92,817.66,9811.92,604.5,7254.0,84.5,1014.0,421.76,5061.15,119.03,1428.3,1229.79,14757.45,4452.55,53430.63,3,2024
Values,6583.33,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.66,17143.92,1428.66,17143.92,612.25,7347.0,85.58,1027.0,406.48,4877.78,93.52,1122.19,1197.83,14373.96,3956.84,47482.12,1,2023
Values,6583.33,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,896.66,10759.92,896.66,10759.92,612.25,7347.0,85.58,1027.0,406.48,4877.78,93.52,1122.19,1197.83,14373.96,4488.84,53866.12,3,2023
Values,6583.33,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.41,16324.92,1360.41,16324.92,612.25,7347.0,85.58,1027.0,421.76,5061.15,119.03,1428.3,1238.62,14863.45,3984.3,47811.63,1,2024
Values,6583.33,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,839.83,10077.96,839.83,10077.96,612.25,7347.0,85.58,1027.0,421.76,5061.15,119.03,1428.3,1238.62,14863.45,4504.88,54058.59,3,2024
Values,6666.67,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,1460.41,17524.92,1460.41,17524.92,620.0,7440.0,86.67,1040.0,406.48,4877.78,93.52,1122.19,1206.66,14479.96,3999.59,47995.12,1,2023
Values,6666.67,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,919.5,11034.0,919.5,11034.0,620.0,7440.0,86.67,1040.0,406.48,4877.78,93.52,1122.19,1206.66,14479.96,4540.5,54486.04,3,2023
Values,6666.67,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,1391.58,16698.96,1391.58,16698.96,620.0,7440.0,86.67,1040.0,421.76,5061.15,119.03,1428.3,1247.45,14969.45,4027.63,48331.59,1,2024
Values,6666.67,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,862.16,10345.92,862.16,10345.92,620.0,7440.0,86.67,1040.0,421.76,5061.15,119.03,1428.3,1247.45,14969.45,4557.05,54684.63,3,2024
Values,6750.0,81000.0,0.0,0.0,3.6,43.2,0.0,0.0,1492.16,17905.92,1495.76,17949.12,627.75,7533.0,87.75,1053.0,406.48,4877.78,93.52,1122.19,1215.5,14585.96,4038.74,48464.92,1,2023
Values,6750.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,942.66,11311.92,942.66,11311.92,627.75,7533.0,87.75,1053.0,406.48,4877.78,93.52,1122.19,1215.5,14585.96,4591.84,55102.12,3,2023
Values,6750.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,17076.0,1423.0,17076.0,627.75,7533.0,87.75,1053.0,421.76,5061.15,119.03,1428.3,1256.29,15075.45,4070.71,48848.55,1,2024
Values,6750.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,884.5,10614.0,884.5,10614.0,627.75,7533.0,87.75,1053.0,421.76,5061.15,119.03,1428.3,1256.29,15075.45,4609.21,55310.55,3,2024
Values,6833.33,82000.0,0.0,0.0,7.37,88.44,0.0,0.0,1523.91,18286.92,1531.28,18375.36,635.5,7626.0,88.83,1066.0,406.48,4877.78,93.52,1122.19,1224.33,14691.96,4077.72,48932.68,1,2023
Values,6833.33,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,965.83,11589.96,965.83,11589.96,635.5,7626.0,88.83,1066.0,406.48,4877.78,93.52,1122.19,1224.33,14691.96,4643.17,55718.08,3,2023
Values,6833.33,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.58,17454.96,1454.58,17454.96,635.5,7626.0,88.83,1066.0,421.76,5061.15,119.03,1428.3,1265.12,15181.45,4113.63,49363.59,1,2024
Values,6833.33,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,10884.0,907.0,10884.0,635.5,7626.0,88.83,1066.0,421.76,5061.15,119.03,1428.3,1265.12,15181.45,4661.21,55934.55,3,2024
Values,6916.67,83000.0,0.0,0.0,11.15,133.8,0.0,0.0,1555.66,18667.92,1566.81,18801.72,643.25,7719.0,89.92,1079.0,406.48,4877.78,93.52,1122.19,1233.16,14797.96,4116.69,49400.32,1,2023
Values,6916.67,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,989.16,11869.92,989.16,11869.92,643.25,7719.0,89.92,1079.0,406.48,4877.78,93.52,1122.19,1233.16,14797.96,4694.34,56332.12,3,2023
Values,6916.67,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.33,17835.96,1486.33,17835.96,643.25,7719.0,89.92,1079.0,421.76,5061.15,119.03,1428.3,1273.95,15287.45,4156.38,49876.59,1,2024
Values,6916.67,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,929.66,11155.92,929.66,11155.92,643.25,7719.0,89.92,1079.0,421.76,5061.15,119.03,1428.3,1273.95,15287.45,4713.05,56556.63,3,2024
Values,7000.0,84000.0,0.0,0.0,14.93,179.16,0.0,0.0,1587.41,19048.92,1602.34,19228.08,651.0,7812.0,91.0,1092.0,406.48,4877.78,93.52,1122.19,1242.0,14903.96,4155.66,49867.96,1,2023
Values,7000.0,84000.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.5,12150.0,1012.5,12150.0,651.0,7812.0,91.0,1092.0,406.48,4877.78,93.52,1122.19,1242.0,14903.96,4745.5,56946.04,3,2023
Values,7000.0,84000.0,0.0,0.0,0.86,10.32,0.0,0.0,1518.08,18216.96,1518.94,18227.28,651.0,7812.0,91.0,1092.0,421.76,5061.15,119.03,1428.3,1282.79,15393.45,4198.27,50379.27,1,2024
Values,7000.0,84000.0,0.0,0.0,0.0,0.0,0.0,0.0,952.5,11430.0,952.5,11430.0,651.0,7812.0,91.0,1092.0,421.76,5061.15,119.03,1428.3,1282.79,15393.45,4764.71,57176.55,3,2024
Values,7083.33,85000.0,0.0,0.0,18.71,224.52,0.0,0.0,1619.16,19429.92,1637.87,19654.44,658.75,7905.0,92.08,1105.0,406.48,4877.78,93.52,1122.19,1250.83,15009.96,4194.63,50335.6,1,2023
Values,7083.33,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.16,12433.92,1036.16,12433.92,658.75,7905.0,92.08,1105.0,406.48,4877.78,93.52,1122.19,1250.83,15009.96,4796.34,57556.12,3,2023
Values,7083.33,85000.0,0.0,0.0,4.64,55.68,0.0,0.0,1549.83,18597.96,1554.47,18653.64,658.75,7905.0,92.08,1105.0,421.76,5061.15,119.03,1428.3,1291.62,15499.45,4237.24,50846.91,1,2024
Values,7083.33,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,975.5,11706.0,975.5,11706.0,658.75,7905.0,92.08,1105.0,421.76,5061.15,119.03,1428.3,1291.62,15499.45,4816.21,57794.55,3,2024
Values,7166.67,86000.0,0.0,0.0,22.49,269.88,0.0,0.0,1650.91,19810.92,1673.4,20080.8,666.5,7998.0,93.17,1118.0,406.48,4877.78,93.52,1122.19,1259.66,15115.96,4233.6,50803.24,1,2023
Values,7166.67,86000.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.83,12717.96,1059.83,12717.96,666.5,7998.0,93.17,1118.0,406.48,4877.78,93.52,1122.19,1259.66,15115.96,4847.17,58166.08,3,2023
Values,7166.67,86000.0,0.0,0.0,8.41,100.92,0.0,0.0,1581.58,18978.96,1589.99,19079.88,666.5,7998.0,93.17,1118.0,421.76,5061.15,119.03,1428.3,1300.45,15605.45,4276.22,51314.67,1,2024
Values,7166.67,86000.0,0.0,0.0,0.0,0.0,0.0,0.0,998.5,11982.0,998.5,11982.0,666.5,7998.0,93.17,1118.0,421.76,5061.15,119.03,1428.3,1300.45,15605.45,4867.71,58412.55,3,2024
Values,7250.0,87000.0,0.0,0.0,26.26,315.12,0.0,0.0,1682.66,20191.92,1708.92,20507.04,674.25,8091.0,94.25,1131.0,406.48,4877.78,93.52,1122.19,1268.5,15221.96,4272.58,51271.0,1,2023
Values,7250.0,87000.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.83,13005.96,1083.83,13005.96,674.25,8091.0,94.25,1131.0,406.48,4877.78,93.52,1122.19,1268.5,15221.96,4897.67,58772.08,3,2023
Values,7250.0,87000.0,0.0,0.0,12.19,146.28,0.0,0.0,1613.33,19359.96,1625.52,19506.24,674.25,8091.0,94.25,1131.0,421.76,5061.15,119.03,1428.3,1309.29,15711.45,4315.19,51782.31,1,2024
Values,7250.0,87000.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.66,12259.92,1021.66,12259.92,674.25,8091.0,94.25,1131.0,421.76,5061.15,119.03,1428.3,1309.29,15711.45,4919.05,59028.63,3,2024
